invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
INV-100065,SKU-1004,Mechanical Keyboard,8,2024-12-24T17:07:00,196.47,CUST-53341,Germany
INV-100264,SKU-1001,Wireless Mouse,1,2024-07-23T01:45:00,66.22,CUST-25015,United States
INV-100088,SKU-1004,Mechanical Keyboard,1,2024-06-11T13:42:00,234.33,CUST-91621,France
INV-100088,SKU-1005,Noise Cancelling Headphones,5,2024-08-27T05:41:00,153.89,CUST-69040,United States
INV-100066,SKU-1004,Mechanical Keyboard,1,2024-01-05T04:59:00,39.23,CUST-74864,United States
INV-100268,SKU-1006,Smart Watch,8,2024-05-19T04:30:00,38.57,CUST-95340,United States
INV-100134,SKU-1005,Noise Cancelling Headphones,3,2024-06-16T09:18:00,51.24,CUST-56663,Australia
INV-100270,SKU-1004,Mechanical Keyboard,8,2024-10-09T20:07:00,18.6,CUST-69750,United States
INV-100090,SKU-1002,USB-C Cable,3,2024-02-29T01:10:00,233.73,CUST-33648,Germany
INV-100272,SKU-1006,Smart Watch,5,2024-07-28T00:49:00,109.93,CUST-29054,France
INV-100273,SKU-1006,Smart Watch,5,2024-07-31T06:09:00,143.6,CUST-98657,Germany
INV-100137,SKU-1006,Smart Watch,3,2024-04-28T07:56:00,82.04,CUST-85571,Australia
INV-100137,SKU-1008,Bluetooth Speaker,1,2024-03-21T04:48:00,22.21,CUST-98941,United States
INV-100092,SKU-1005,Noise Cancelling Headphones,7,2024-07-27T09:09:00,158.53,CUST-63353,Germany
INV-100092,SKU-1002,USB-C Cable,5,2024-07-09T21:26:00,16.16,CUST-28243,Spain
INV-100069,SKU-1005,Noise Cancelling Headphones,3,2024-10-23T16:28:00,63.66,CUST-34422,France
INV-100279,SKU-1005,Noise Cancelling Headphones,5,2024-04-08T03:35:00,188.79,CUST-33304,Spain
INV-100280,SKU-1006,Smart Watch,5,2024-11-06T09:22:00,223.18,CUST-35136,Spain
INV-100093,SKU-1001,Wireless Mouse,2,2024-08-27T00:07:00,191.39,CUST-72710,United Kingdom
INV-100141,SKU-1008,Bluetooth Speaker,6,2024-11-02T00:41:00,26.0,CUST-71040,United States
INV-100094,SKU-1005,Noise Cancelling Headphones,2,2024-02-07T18:02:00,76.75,CUST-70281,United Kingdom
INV-100284,SKU-1004,Mechanical Keyboard,8,2024-11-06T05:45:00,70.16,CUST-75383,Germany
INV-100142,SKU-1002,USB-C Cable,3,2024-05-06T11:12:00,88.98,CUST-99573,United Kingdom
INV-100143,SKU-1008,Bluetooth Speaker,8,2024-01-26T16:22:00,109.26,CUST-47298,Canada
INV-100287,SKU-1007,Desk Lamp,7,2024-02-19T11:16:00,198.19,CUST-81306,United States
INV-100288,SKU-1008,Bluetooth Speaker,7,2024-03-29T02:26:00,147.34,CUST-32992,Canada
INV-100289,SKU-1006,Smart Watch,2,2024-08-28T13:16:00,240.5,CUST-10597,Germany
INV-100145,SKU-1003,Laptop Stand,3,2024-05-04T00:26:00,215.24,CUST-61405,United States
INV-100072,SKU-1004,Mechanical Keyboard,5,2024-03-25T00:30:00,29.16,CUST-26503,United States
INV-100097,SKU-1002,USB-C Cable,5,2024-02-16T02:32:00,182.67,CUST-63269,United Kingdom
INV-100097,SKU-1004,Mechanical Keyboard,6,2024-03-14T05:45:00,19.36,CUST-90976,Canada
INV-100147,SKU-1005,Noise Cancelling Headphones,5,2024-03-21T03:09:00,40.98,CUST-79481,Canada
INV-100098,SKU-1003,Laptop Stand,1,2024-07-10T21:47:00,149.94,CUST-66623,France
INV-100098,SKU-1002,USB-C Cable,3,2024-01-15T16:03:00,196.97,CUST-17650,Canada
INV-100074,SKU-1007,Desk Lamp,6,2024-05-23T22:20:00,139.2,CUST-30681,France
INV-100099,SKU-1005,Noise Cancelling Headphones,2,2024-07-31T12:22:00,191.15,CUST-49101,United Kingdom
INV-100299,SKU-1007,Desk Lamp,2,2024-05-25T21:26:00,95.77,CUST-76610,France
INV-100100,SKU-1001,Wireless Mouse,1,2024-08-08T11:38:00,226.5,CUST-33862,Canada
INV-100301,SKU-1008,Bluetooth Speaker,6,2024-06-17T02:18:00,155.85,CUST-34845,Spain
INV-100151,SKU-1004,Mechanical Keyboard,6,2024-05-23T12:46:00,155.52,CUST-87912,United States
INV-100303,SKU-1002,USB-C Cable,2,2024-12-26T03:16:00,23.63,CUST-56885,United States
INV-100152,SKU-1003,Laptop Stand,1,2024-01-20T23:50:00,167.68,CUST-62951,Australia
INV-100101,SKU-1007,Desk Lamp,7,2024-12-14T09:46:00,159.56,CUST-15892,United States
INV-100102,SKU-1001,Wireless Mouse,8,2024-02-18T21:33:00,188.62,CUST-30720,Germany
INV-100307,SKU-1003,Laptop Stand,5,2024-04-09T13:18:00,9.77,CUST-34768,France
INV-100102,SKU-1003,Laptop Stand,8,2024-10-06T06:18:00,172.05,CUST-18698,France
INV-100309,SKU-1007,Desk Lamp,5,2024-10-30T19:43:00,39.82,CUST-25389,United States
INV-100155,SKU-1003,Laptop Stand,3,2024-05-28T18:02:00,177.29,CUST-24514,Australia
INV-100155,SKU-1003,Laptop Stand,3,2024-09-28T06:28:00,186.05,CUST-42211,United Kingdom
INV-100312,SKU-1007,Desk Lamp,3,2024-04-11T16:48:00,69.16,CUST-70976,France
INV-100313,SKU-1007,Desk Lamp,6,2024-06-07T23:04:00,51.93,CUST-78058,United Kingdom
INV-100104,SKU-1004,Mechanical Keyboard,4,2024-12-02T13:17:00,203.61,CUST-78209,Spain
INV-100078,SKU-1007,Desk Lamp,4,2024-02-07T18:08:00,143.12,CUST-85845,United States
INV-100079,SKU-1005,Noise Cancelling Headphones,4,2024-03-02T06:23:00,249.97,CUST-53498,Germany
INV-100158,SKU-1001,Wireless Mouse,3,2024-01-03T03:14:00,240.04,CUST-13069,Spain
INV-100318,SKU-1002,USB-C Cable,1,2024-05-03T14:48:00,70.43,CUST-67045,United Kingdom
INV-100106,SKU-1001,Wireless Mouse,7,2024-11-12T03:46:00,119.32,CUST-73279,Germany
INV-100080,SKU-1008,Bluetooth Speaker,3,2024-03-16T06:18:00,32.93,CUST-92555,Spain
INV-100160,SKU-1002,USB-C Cable,7,2024-10-07T07:26:00,225.58,CUST-42297,Germany
INV-100080,SKU-1006,Smart Watch,4,2024-08-30T15:02:00,156.03,CUST-62592,United Kingdom
INV-100161,SKU-1003,Laptop Stand,7,2024-05-09T11:42:00,10.55,CUST-76153,Australia
INV-100162,SKU-1002,USB-C Cable,1,2024-06-15T05:50:00,60.99,CUST-73813,Germany
INV-100325,SKU-1005,Noise Cancelling Headphones,2,2024-12-12T09:20:00,108.39,CUST-37650,United Kingdom
INV-100081,SKU-1005,Noise Cancelling Headphones,5,2024-05-14T15:03:00,89.27,CUST-22346,Canada
INV-100163,SKU-1005,Noise Cancelling Headphones,7,2024-08-16T07:48:00,183.11,CUST-15549,United Kingdom
INV-100328,SKU-1006,Smart Watch,4,2024-11-04T19:13:00,71.27,CUST-36433,United States
INV-100329,SKU-1004,Mechanical Keyboard,3,2024-12-29T16:00:00,133.43,CUST-85465,United States
INV-100110,SKU-1004,Mechanical Keyboard,2,2024-12-06T11:04:00,204.98,CUST-40501,Australia
INV-100165,SKU-1002,USB-C Cable,2,2024-08-27T20:41:00,74.74,CUST-50648,United States
INV-100166,SKU-1002,USB-C Cable,4,2024-10-13T04:32:00,137.75,CUST-33936,Australia
INV-100166,SKU-1002,USB-C Cable,1,2024-12-03T05:13:00,137.11,CUST-62875,France
INV-100334,SKU-1008,Bluetooth Speaker,1,2024-01-19T07:40:00,4.84,CUST-52080,United Kingdom
INV-100335,SKU-1008,Bluetooth Speaker,3,2024-11-04T20:40:00,42.46,CUST-22289,United States
INV-100084,SKU-1004,Mechanical Keyboard,3,2024-05-08T03:20:00,235.11,CUST-51037,Australia
INV-100112,SKU-1001,Wireless Mouse,3,2024-03-01T12:01:00,5.7,CUST-90815,Canada
INV-100169,SKU-1008,Bluetooth Speaker,6,2024-02-20T09:47:00,235.32,CUST-58113,Germany
INV-100084,SKU-1003,Laptop Stand,2,2024-10-17T04:47:00,221.69,CUST-55919,Australia
INV-100340,SKU-1007,Desk Lamp,1,2024-09-13T13:05:00,227.6,CUST-60568,Germany
INV-100085,SKU-1002,USB-C Cable,6,2024-07-29T12:04:00,162.93,CUST-58191,Spain
INV-100114,SKU-1003,Laptop Stand,2,2024-07-29T12:35:00,17.33,CUST-38483,United States
INV-100085,SKU-1003,Laptop Stand,1,2024-02-20T04:39:00,135.75,CUST-98858,United States
INV-100344,SKU-1003,Laptop Stand,8,2024-12-13T06:19:00,235.08,CUST-96726,France
INV-100115,SKU-1003,Laptop Stand,4,2024-11-12T11:37:00,243.27,CUST-48430,France
INV-100115,SKU-1004,Mechanical Keyboard,7,2024-12-01T09:49:00,122.4,CUST-84657,France
INV-100115,SKU-1002,USB-C Cable,5,2024-08-08T00:48:00,62.99,CUST-93672,United States
INV-100174,SKU-1002,USB-C Cable,3,2024-08-13T13:46:00,48.52,CUST-43411,Spain
INV-100349,SKU-1001,Wireless Mouse,3,2024-03-20T20:28:00,24.32,CUST-80841,France
INV-100175,SKU-1007,Desk Lamp,7,2024-07-31T18:45:00,150.18,CUST-78581,United Kingdom
INV-100175,SKU-1003,Laptop Stand,6,2024-09-15T06:49:00,72.72,CUST-87492,Australia
INV-100352,SKU-1006,Smart Watch,8,2024-06-25T22:44:00,122.78,CUST-57603,United States
INV-100353,SKU-1003,Laptop Stand,1,2024-03-27T23:58:00,78.78,CUST-29870,United Kingdom
INV-100177,SKU-1001,Wireless Mouse,3,2024-05-10T20:27:00,127.21,CUST-75662,United Kingdom
INV-100118,SKU-1005,Noise Cancelling Headphones,4,2024-09-27T16:32:00,231.36,CUST-21227,United Kingdom
INV-100178,SKU-1007,Desk Lamp,2,2024-02-12T17:36:00,107.74,CUST-35876,Spain
INV-100178,SKU-1007,Desk Lamp,6,2024-08-07T21:55:00,160.28,CUST-71970,United Kingdom
INV-100179,SKU-1003,Laptop Stand,1,2024-08-12T11:38:00,68.41,CUST-79615,Australia
INV-100179,SKU-1002,USB-C Cable,2,2024-11-13T14:57:00,224.49,CUST-79798,France
INV-100120,SKU-1007,Desk Lamp,8,2024-08-09T20:01:00,109.43,CUST-83360,Australia
INV-100180,SKU-1006,Smart Watch,5,2024-08-31T13:26:00,112.03,CUST-47508,France
INV-100090,SKU-1005,Noise Cancelling Headphones,4,2024-03-14T00:23:00,22.65,CUST-82491,France
INV-100363,SKU-1003,Laptop Stand,2,2024-04-18T08:39:00,116.37,CUST-19430,United States
INV-100364,SKU-1002,USB-C Cable,6,2024-04-06T02:51:00,72.03,CUST-18815,Germany
INV-100091,SKU-1004,Mechanical Keyboard,4,2024-10-02T03:19:00,105.21,CUST-73410,France
INV-100183,SKU-1004,Mechanical Keyboard,4,2024-04-27T07:01:00,204.96,CUST-87123,Australia
INV-100183,SKU-1004,Mechanical Keyboard,8,2024-05-01T14:31:00,169.9,CUST-53331,United States
INV-100122,SKU-1007,Desk Lamp,8,2024-11-12T21:36:00,112.13,CUST-32616,Spain
INV-100369,SKU-1006,Smart Watch,8,2024-09-21T23:29:00,191.61,CUST-55158,France
INV-100123,SKU-1004,Mechanical Keyboard,8,2024-01-18T09:22:00,63.92,CUST-13820,Australia
INV-100123,SKU-1007,Desk Lamp,2,2024-01-15T18:14:00,215.78,CUST-99547,Spain
INV-100372,SKU-1003,Laptop Stand,1,2024-05-28T20:33:00,87.49,CUST-34805,United States
INV-100093,SKU-1007,Desk Lamp,2,2024-11-13T14:57:00,143.03,CUST-14899,Spain
INV-100124,SKU-1004,Mechanical Keyboard,6,2024-01-19T13:53:00,211.06,CUST-13203,Spain
INV-100125,SKU-1001,Wireless Mouse,1,2024-10-24T09:31:00,190.83,CUST-50992,Spain
INV-100188,SKU-1008,Bluetooth Speaker,1,2024-03-09T15:58:00,224.67,CUST-19750,Spain
INV-100188,SKU-1002,USB-C Cable,1,2024-07-12T13:33:00,156.82,CUST-36649,Spain
INV-100094,SKU-1006,Smart Watch,3,2024-02-20T08:49:00,187.37,CUST-65322,United Kingdom
INV-100094,SKU-1002,USB-C Cable,7,2024-02-26T00:42:00,105.78,CUST-59829,Canada
INV-100126,SKU-1003,Laptop Stand,1,2024-10-01T00:23:00,149.16,CUST-13269,Germany
INV-100190,SKU-1001,Wireless Mouse,6,2024-09-21T05:35:00,63.65,CUST-81198,Canada
INV-100127,SKU-1004,Mechanical Keyboard,4,2024-09-10T16:50:00,210.67,CUST-70103,Spain
INV-100127,SKU-1001,Wireless Mouse,4,2024-11-01T18:49:00,106.19,CUST-91053,Germany
INV-100128,SKU-1006,Smart Watch,1,2024-03-24T07:58:00,221.53,CUST-55147,United Kingdom
INV-100128,SKU-1006,Smart Watch,2,2024-06-13T09:02:00,20.23,CUST-29098,Canada
INV-100386,SKU-1002,USB-C Cable,8,2024-05-30T20:25:00,145.55,CUST-23099,United States
INV-100129,SKU-1002,USB-C Cable,6,2024-10-07T23:05:00,152.03,CUST-82908,United States
INV-100129,SKU-1002,USB-C Cable,2,2024-11-30T01:26:00,214.84,CUST-36061,Canada
INV-100097,SKU-1007,Desk Lamp,8,2024-10-06T10:32:00,153.19,CUST-73673,United States
INV-100097,SKU-1006,Smart Watch,2,2024-01-24T13:38:00,206.99,CUST-66678,Germany
INV-100391,SKU-1005,Noise Cancelling Headphones,3,2024-05-01T01:13:00,129.05,CUST-20394,Spain
INV-100196,SKU-1006,Smart Watch,3,2024-05-20T21:08:00,212.38,CUST-24504,Spain
INV-100098,SKU-1004,Mechanical Keyboard,5,2024-08-10T03:56:00,88.05,CUST-50161,Canada
INV-100197,SKU-1004,Mechanical Keyboard,5,2024-03-10T22:29:00,93.5,CUST-19621,Australia
INV-100395,SKU-1003,Laptop Stand,8,2024-03-28T18:05:00,95.56,CUST-77433,Spain
INV-100396,SKU-1008,Bluetooth Speaker,3,2024-07-07T13:43:00,168.83,CUST-58165,Spain
INV-100099,SKU-1008,Bluetooth Speaker,8,2024-05-20T21:07:00,157.2,CUST-49628,Canada
INV-100398,SKU-1002,USB-C Cable,4,2024-12-09T18:06:00,93.44,CUST-19512,Germany
INV-100399,SKU-1002,USB-C Cable,4,2024-07-07T15:07:00,158.24,CUST-18665,United States
INV-100100,SKU-1002,USB-C Cable,4,2024-12-12T17:13:00,131.75,CUST-26445,Canada
INV-100100,SKU-1007,Desk Lamp,6,2024-07-09T18:05:00,33.36,CUST-45361,United States
INV-100201,SKU-1006,Smart Watch,7,2024-01-21T21:26:00,16.82,CUST-17576,Australia
INV-100403,SKU-1001,Wireless Mouse,3,2024-04-09T04:34:00,70.95,CUST-97068,Australia
INV-100404,SKU-1001,Wireless Mouse,2,2024-07-15T00:40:00,189.01,CUST-85025,United Kingdom
INV-100135,SKU-1003,Laptop Stand,4,2024-07-15T04:51:00,249.25,CUST-38261,Spain
INV-100101,SKU-1006,Smart Watch,7,2024-10-23T16:43:00,124.82,CUST-50114,Canada
INV-100135,SKU-1006,Smart Watch,1,2024-11-22T11:02:00,211.83,CUST-31406,Canada
INV-100102,SKU-1004,Mechanical Keyboard,2,2024-05-28T12:55:00,203.07,CUST-93936,Australia
INV-100204,SKU-1008,Bluetooth Speaker,7,2024-07-10T15:58:00,123.1,CUST-95789,France
INV-100205,SKU-1008,Bluetooth Speaker,1,2024-07-16T08:35:00,22.09,CUST-65204,Australia
INV-100102,SKU-1007,Desk Lamp,8,2024-04-18T16:56:00,209.52,CUST-39693,Spain
INV-100206,SKU-1005,Noise Cancelling Headphones,8,2024-08-22T02:59:00,48.98,CUST-99881,Australia
INV-100413,SKU-1005,Noise Cancelling Headphones,1,2024-12-26T18:43:00,163.82,CUST-52065,Spain
INV-100207,SKU-1002,USB-C Cable,6,2024-10-22T16:07:00,155.41,CUST-11483,Spain
INV-100138,SKU-1008,Bluetooth Speaker,2,2024-01-28T11:12:00,52.79,CUST-34842,Canada
INV-100416,SKU-1001,Wireless Mouse,5,2024-11-20T11:21:00,165.07,CUST-57145,United States
INV-100417,SKU-1005,Noise Cancelling Headphones,2,2024-07-15T03:34:00,155.43,CUST-22794,United Kingdom
INV-100209,SKU-1006,Smart Watch,5,2024-05-29T01:49:00,140.58,CUST-15473,Australia
INV-100139,SKU-1007,Desk Lamp,5,2024-03-01T02:29:00,8.12,CUST-14459,Germany
INV-100105,SKU-1006,Smart Watch,1,2024-12-16T18:43:00,25.14,CUST-84956,United States
INV-100140,SKU-1006,Smart Watch,1,2024-12-23T05:02:00,83.24,CUST-56975,Canada
INV-100422,SKU-1004,Mechanical Keyboard,7,2024-05-19T15:00:00,226.62,CUST-54564,United States
INV-100423,SKU-1001,Wireless Mouse,3,2024-03-05T00:12:00,116.94,CUST-31818,Australia
INV-100141,SKU-1004,Mechanical Keyboard,6,2024-10-20T08:15:00,31.66,CUST-14511,Canada
INV-100106,SKU-1007,Desk Lamp,7,2024-11-28T15:26:00,126.96,CUST-85098,United Kingdom
INV-100106,SKU-1003,Laptop Stand,2,2024-01-22T14:25:00,95.62,CUST-59016,France
INV-100106,SKU-1004,Mechanical Keyboard,4,2024-08-24T14:21:00,122.36,CUST-81120,United Kingdom
INV-100107,SKU-1003,Laptop Stand,3,2024-03-23T03:57:00,10.35,CUST-89472,Spain
INV-100143,SKU-1005,Noise Cancelling Headphones,7,2024-02-25T01:59:00,51.57,CUST-78688,Australia
INV-100107,SKU-1006,Smart Watch,3,2024-05-07T23:11:00,245.39,CUST-29377,United Kingdom
INV-100215,SKU-1004,Mechanical Keyboard,5,2024-12-24T14:57:00,31.63,CUST-92551,Germany
INV-100216,SKU-1006,Smart Watch,3,2024-02-07T07:51:00,7.98,CUST-95790,Germany
INV-100216,SKU-1001,Wireless Mouse,1,2024-09-26T08:29:00,145.0,CUST-40375,France
INV-100108,SKU-1002,USB-C Cable,7,2024-11-19T10:06:00,124.47,CUST-35117,United Kingdom
INV-100217,SKU-1004,Mechanical Keyboard,1,2024-05-04T04:13:00,134.44,CUST-35244,Australia
INV-100145,SKU-1004,Mechanical Keyboard,6,2024-12-06T10:28:00,23.15,CUST-33353,Australia
INV-100109,SKU-1005,Noise Cancelling Headphones,1,2024-03-09T01:33:00,149.97,CUST-17207,France
INV-100146,SKU-1002,USB-C Cable,8,2024-08-26T14:56:00,48.41,CUST-92309,Germany
INV-100109,SKU-1002,USB-C Cable,8,2024-03-02T02:19:00,229.34,CUST-71746,Australia
INV-100440,SKU-1005,Noise Cancelling Headphones,5,2024-11-10T20:26:00,235.26,CUST-20825,Germany
INV-100110,SKU-1001,Wireless Mouse,4,2024-04-06T04:53:00,137.0,CUST-42270,France
INV-100147,SKU-1005,Noise Cancelling Headphones,6,2024-06-03T19:50:00,112.18,CUST-13379,Canada
INV-100147,SKU-1002,USB-C Cable,5,2024-11-10T20:07:00,211.07,CUST-80076,United Kingdom
INV-100222,SKU-1003,Laptop Stand,2,2024-05-07T20:07:00,48.79,CUST-12851,United States
INV-100148,SKU-1003,Laptop Stand,7,2024-09-21T19:43:00,97.06,CUST-40699,Canada
INV-100446,SKU-1008,Bluetooth Speaker,2,2024-06-04T05:31:00,90.38,CUST-13275,Australia
INV-100149,SKU-1006,Smart Watch,5,2024-01-14T14:23:00,203.34,CUST-22186,Canada
INV-100224,SKU-1001,Wireless Mouse,2,2024-03-01T10:42:00,177.29,CUST-59083,United Kingdom
INV-100449,SKU-1002,USB-C Cable,7,2024-10-24T06:00:00,194.65,CUST-49994,United States
INV-100112,SKU-1003,Laptop Stand,3,2024-08-28T11:53:00,19.0,CUST-34355,United States
INV-100451,SKU-1008,Bluetooth Speaker,2,2024-04-27T21:52:00,198.32,CUST-13324,United States
INV-100452,SKU-1007,Desk Lamp,2,2024-08-26T10:51:00,121.33,CUST-57364,France
INV-100226,SKU-1002,USB-C Cable,4,2024-03-06T22:09:00,130.88,CUST-20516,Germany
INV-100113,SKU-1008,Bluetooth Speaker,1,2024-11-13T10:45:00,129.28,CUST-65060,France
INV-100151,SKU-1003,Laptop Stand,5,2024-05-25T10:44:00,186.14,CUST-79211,Germany
INV-100456,SKU-1008,Bluetooth Speaker,4,2024-05-24T10:51:00,178.93,CUST-61317,France
INV-100457,SKU-1008,Bluetooth Speaker,6,2024-07-19T13:17:00,128.9,CUST-98232,Canada
INV-100229,SKU-1003,Laptop Stand,4,2024-04-01T12:48:00,184.83,CUST-48326,United States
INV-100229,SKU-1007,Desk Lamp,5,2024-05-15T12:37:00,112.86,CUST-33991,Australia
INV-100115,SKU-1007,Desk Lamp,5,2024-05-14T03:47:00,123.98,CUST-76245,Spain
INV-100115,SKU-1008,Bluetooth Speaker,3,2024-02-08T20:02:00,53.38,CUST-89110,Germany
INV-100462,SKU-1006,Smart Watch,8,2024-02-17T12:32:00,93.57,CUST-31113,Canada
INV-100463,SKU-1004,Mechanical Keyboard,1,2024-09-10T12:40:00,143.99,CUST-25261,Australia
INV-100154,SKU-1002,USB-C Cable,3,2024-05-29T22:06:00,48.03,CUST-41494,United Kingdom
INV-100116,SKU-1008,Bluetooth Speaker,3,2024-02-11T16:54:00,111.02,CUST-61378,Spain
INV-100155,SKU-1007,Desk Lamp,1,2024-07-17T12:34:00,110.84,CUST-92632,United Kingdom
INV-100233,SKU-1003,Laptop Stand,3,2024-03-24T11:58:00,239.42,CUST-69711,United Kingdom
INV-100117,SKU-1002,USB-C Cable,5,2024-12-11T03:07:00,88.86,CUST-49891,Canada
INV-100469,SKU-1007,Desk Lamp,4,2024-12-17T14:54:00,30.58,CUST-40017,United States
INV-100117,SKU-1006,Smart Watch,1,2024-05-20T00:50:00,172.99,CUST-89143,United Kingdom
INV-100117,SKU-1003,Laptop Stand,5,2024-06-11T16:44:00,207.21,CUST-24441,Germany
INV-100118,SKU-1004,Mechanical Keyboard,8,2024-12-17T06:21:00,180.69,CUST-38032,France
INV-100157,SKU-1003,Laptop Stand,8,2024-04-05T07:36:00,193.7,CUST-38792,Germany
INV-100118,SKU-1008,Bluetooth Speaker,5,2024-02-27T20:48:00,170.92,CUST-87296,United Kingdom
INV-100237,SKU-1006,Smart Watch,1,2024-03-02T19:11:00,106.75,CUST-90385,United Kingdom
INV-100119,SKU-1007,Desk Lamp,6,2024-12-08T00:25:00,112.14,CUST-60730,Australia
INV-100238,SKU-1005,Noise Cancelling Headphones,2,2024-11-28T07:34:00,217.97,CUST-74645,Canada
INV-100159,SKU-1002,USB-C Cable,7,2024-06-20T15:35:00,16.11,CUST-91766,Spain
INV-100159,SKU-1002,USB-C Cable,7,2024-11-30T09:56:00,188.23,CUST-31661,France
INV-100160,SKU-1006,Smart Watch,3,2024-08-24T17:55:00,189.4,CUST-87629,Canada
INV-100240,SKU-1002,USB-C Cable,6,2024-10-22T08:34:00,202.65,CUST-72986,Canada
INV-100482,SKU-1001,Wireless Mouse,6,2024-11-25T01:35:00,18.14,CUST-36235,Spain
INV-100483,SKU-1006,Smart Watch,7,2024-11-23T20:57:00,123.79,CUST-75880,United States
INV-100242,SKU-1006,Smart Watch,6,2024-06-04T20:16:00,33.82,CUST-40003,Canada
INV-100161,SKU-1004,Mechanical Keyboard,1,2024-06-12T17:20:00,233.62,CUST-24471,Germany
INV-100243,SKU-1007,Desk Lamp,7,2024-05-16T01:38:00,115.88,CUST-30314,Canada
INV-100162,SKU-1007,Desk Lamp,4,2024-09-09T19:35:00,27.48,CUST-30533,United States
INV-100244,SKU-1001,Wireless Mouse,4,2024-04-12T16:45:00,159.75,CUST-58696,United Kingdom
INV-100122,SKU-1002,USB-C Cable,4,2024-10-07T14:09:00,188.01,CUST-20850,Spain
INV-100245,SKU-1001,Wireless Mouse,7,2024-02-21T04:47:00,143.85,CUST-45896,Canada
INV-100245,SKU-1002,USB-C Cable,6,2024-10-06T20:21:00,85.08,CUST-27481,France
INV-100492,SKU-1008,Bluetooth Speaker,6,2024-07-28T12:28:00,185.05,CUST-54131,Germany
INV-100493,SKU-1002,USB-C Cable,2,2024-04-15T01:29:00,36.4,CUST-55226,Spain
INV-100123,SKU-1004,Mechanical Keyboard,1,2024-11-20T19:26:00,212.84,CUST-51439,Spain
INV-100165,SKU-1003,Laptop Stand,4,2024-06-15T09:55:00,241.08,CUST-25018,Spain
INV-100165,SKU-1005,Noise Cancelling Headphones,4,2024-07-18T23:52:00,75.85,CUST-23956,Spain
INV-100124,SKU-1001,Wireless Mouse,6,2024-06-20T13:54:00,120.52,CUST-76138,France
INV-100166,SKU-1002,USB-C Cable,6,2024-08-17T01:26:00,55.95,CUST-49261,Spain
INV-100499,SKU-1008,Bluetooth Speaker,3,2024-02-25T15:55:00,137.62,CUST-24080,Spain
INV-100125,SKU-1006,Smart Watch,1,2024-01-22T11:30:00,215.53,CUST-83618,Canada
INV-100501,SKU-1005,Noise Cancelling Headphones,3,2024-12-12T10:23:00,31.03,CUST-34095,Spain
INV-100125,SKU-1001,Wireless Mouse,1,2024-11-15T08:52:00,174.07,CUST-87379,United States
INV-100167,SKU-1004,Mechanical Keyboard,4,2024-07-15T09:52:00,150.57,CUST-22563,Canada
INV-100504,SKU-1006,Smart Watch,6,2024-04-10T15:14:00,130.43,CUST-90338,Spain
INV-100505,SKU-1006,Smart Watch,5,2024-06-15T09:09:00,142.91,CUST-98811,Germany
INV-100253,SKU-1006,Smart Watch,3,2024-05-06T08:19:00,146.82,CUST-66257,Germany
INV-100253,SKU-1004,Mechanical Keyboard,7,2024-02-26T12:47:00,214.3,CUST-57639,United States
INV-100508,SKU-1008,Bluetooth Speaker,4,2024-08-05T08:32:00,85.13,CUST-94280,Canada
INV-100169,SKU-1008,Bluetooth Speaker,3,2024-01-03T22:20:00,68.97,CUST-73271,Germany
INV-100127,SKU-1006,Smart Watch,1,2024-09-03T11:35:00,246.29,CUST-46584,France
INV-100255,SKU-1002,USB-C Cable,3,2024-08-01T03:59:00,191.04,CUST-83643,United States
INV-100512,SKU-1006,Smart Watch,8,2024-11-22T14:26:00,5.78,CUST-77539,Spain
INV-100171,SKU-1001,Wireless Mouse,7,2024-11-25T13:26:00,32.08,CUST-48436,Spain
INV-100514,SKU-1004,Mechanical Keyboard,1,2024-12-12T00:52:00,89.59,CUST-41053,United Kingdom
INV-100128,SKU-1001,Wireless Mouse,5,2024-01-24T06:32:00,240.63,CUST-26147,France
INV-100258,SKU-1001,Wireless Mouse,1,2024-03-26T10:15:00,62.42,CUST-70775,Germany
INV-100258,SKU-1001,Wireless Mouse,3,2024-11-11T08:43:00,170.61,CUST-69781,Canada
INV-100259,SKU-1007,Desk Lamp,2,2024-11-06T05:01:00,11.53,CUST-22474,Canada
INV-100259,SKU-1005,Noise Cancelling Headphones,7,2024-09-03T03:28:00,57.99,CUST-71584,United Kingdom
